---
title: sports.log
---
Session Start: Mon Sep 06 21:08:19 1999<br>
[21:08] *** Now talking in #sports<br>
[21:08] *** Topic is &#39;24-hour sports chat on MSNBC&#39;<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] * WDC greets ^Dorian, Abe, Blaerg, ChatBrat, Dave, david_c, Dawn, Dirty_Harry, :DonMc, ;DQ, &lt;finn, =Fintan, &gt;Francy, ?Genie, @Geroge, Aheg, Birish_democrat, Cjack_hershey, Djohn_m, Ekat, Fken, GKenn, HLunkhead, ILvnv, JMari, Kmark, Lmarsha, Mister, MSNBC-Bot, nancy, OogyBoogy, ORGASMUS, Otis\bthe\bDrunk, Peg_AZ, Peter, :ranger9797NC, ;resign, &lt;ross, =Sazzy, &gt;Single<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] --&gt; jan0: ~x@xxxxxxxxxxxxxxxxxxxxxxxx.saturn.bbn.com (level 1)<br>
[21:10] --&gt; Realname: juDo ChOp@!#$<br>
[21:10] --&gt; Server: cpnbcchata01 Microsoft Exchange Chat Service<br>
[21:10] --&gt; Channels: #sports<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
